3855,2946.806452,846.1540476,-2143.043972,4496,2946.806452,905.5332565,-1774.977689,4733,2901.548387,752.7107502,246.3342025,5305,2890.016129,846.2840119,553.64832,139.2698413,139.2698413,139.2698413,53.73437945,53.73437945,53.73437945,-2.116052293,-2.116052293,-2.116052293,8.1875,21.98640646,4.589466774,0
4449,3030.241935,1040.997532,-1523.279365,5744,3030.241935,1233.506145,-433.9106725,6329,3193.870968,1480.62922,587.5530099,4610,3175.887097,999.8996096,-513.0364277,134.3090354,134.3090354,134.3090354,54.51914539,54.51914539,54.51914539,-2.01417538,-2.01417538,-2.01417538,8.984375,22.80930978,4.933210021,0
5830,4062.645161,1189.409492,-2790.116534,5993,4062.645161,1261.371285,-2347.618301,6870,4039.725806,1347.484193,-320.6896362,6163,4072.064516,930.4086662,-153.562885,135.1208135,135.1208135,135.1208135,52.55462825,52.55462825,52.55462825,-2.126306861,-2.126306861,-2.126306861,9.83984375,23.64822752,4.275273457,0
4979,3520.596774,1008.685002,-2554.537656,5305,3520.596774,1134.089097,-1944.115514,5089,3419.580645,924.7506996,-556.732573,5375,3400.596774,869.0565047,65.06655323,132.9971838,132.9971838,132.9971838,56.09875119,56.09875119,56.09875119,-1.890939352,-1.890939352,-1.890939352,17.1796875,39.40689025,3.040972922,0
5311,3773.33871,1124.29991,-2470.719737,5790,3773.33871,1200.421363,-2081.225678,5554,3876.887097,722.9467054,129.443456,6349,3882.725806,1248.138694,153.5647701,158.7194346,155.3229971,153.4401024,9.767162149,7.152444806,5.830121923,0.812295694,0.69235242,0.498150657,8.3671875,18.92777467,5.858103142,0
7230,4788.854839,1481.879657,-2803.917094,7346,4788.854839,1455.173195,-2903.12502,7155,4890.532258,1091.756423,124.0366124,7063,4891.580645,1095.48227,-36.20729798,115.5520563,115.5520563,115.5520563,25.77472531,25.77472531,25.77472531,-4.562863624,-4.562863624,-4.562863624,9.482421875,23.12388721,5.072981003,0
4928,3325.145161,1155.983018,-1556.991537,5036,3325.145161,1096.118766,-1638.44229,5089,3320.83871,907.9815828,-181.9335899,6023,3336.290323,1266.890292,1119.671366,129.5643275,126.7030075,126.0923141,7.396306106,5.109242626,3.785420222,1.841821268,3.410194957,3.724831429,14.84765625,31.18519235,4.926074561,0
5497,3741.596774,1249.423976,-1790.536339,5271,3741.596774,1165.75907,-2265.179262,5673,3697.354839,1073.888324,-346.7052817,6092,3702.919355,1005.334967,227.4008898,126.0204082,126.0204082,126.0204082,46.22291611,46.22291611,46.22291611,-2.287694902,-2.287694902,-2.287694902,16.36328125,36.97899462,3.260132387,0
5291,3135.693548,1103.908651,-1192.022242,4757,3135.693548,948.316515,-1973.557432,5093,3080.677419,807.7506357,276.3974296,4280,3075.629032,756.0120803,-298.754631,130.1976461,130.1976461,130.1976461,39.49854482,39.49854482,39.49854482,-2.795736665,-2.795736665,-2.795736665,13.57421875,31.52814163,3.778937661,0
6051,3965.532258,1323.453848,-1877.391337,5662,3965.532258,1231.17308,-2368.343006,5736,3779.112903,1211.165476,-416.5575298,6357,3815.822581,1109.474149,628.7845489,109.3955343,109.3955343,109.3955343,35.06403137,35.06403137,35.06403137,-2.755646642,-2.755646642,-2.755646642,14.10546875,35.13735458,3.887034407,0
5879,3363.741935,1468.703641,-377.0919527,5050,3363.741935,1133.640709,-1600.431698,5396,3485.290323,1341.130161,-570.8436098,6718,3484.096774,1306.819183,511.0142647,88.01282051,88.01282051,88.01282051,41.05837836,41.05837836,41.05837836,0.091634716,0.091634716,0.091634716,5.1171875,10.80438879,3.47500776,0
